3983
6400
Cond - Action  - accuracy -  fitness - Numerosity - Experience - [C]SetSize - Generality - timeStamp
  0.04096230296616663 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.45774552620229636 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.4484375945696305  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.1629607470385877 1.0  0.0 1.0  0.053967332184569484 1.0  0.0 1.0  0.0 0.9973431244981934   1  	1.0	0.8863704743436587	114	1692  104.7025428740391  20.730144810676205  99674
  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.5949496368649141  0.0 0.9834761386479913  0.0 1.0  0.0 1.0  0.015357703598693418 1.0  0.03208745556814492 1.0  0.0 1.0   0  	1.0	0.6180646414587608	102	2304  142.91880156317825  21.530980616346067  99988
  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.055937538585778684 1.0  0.4478653704116484 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.9680007118631128  0.0 1.0  0.03896785725347212 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.3725863120018691  0.0 1.0  0.0 1.0   0  	1.0	0.7023581538205501	80	741  80.5162162162164  20.797816257614084  99916
  0.0 1.0  0.0 0.9960510364990127  0.0 1.0  3.446104661473104E-4 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.4478653704116484 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.04642232526409971 1.0  0.023629874437773937 1.0  0.0 0.21849241227191957  0.0 1.0  0.0 1.0  0.0 0.9231445897783435  0.0 0.3725863120018691  0.0 1.0  0.0 1.0   0  	1.0	0.6296038732835296	77	946  85.57354497354473  19.992012169971474  99874
  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.038681539265371545 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.04039194157814699 1.0  0.0 1.0  0.0 0.9175927521708158  0.0 1.0  0.0 1.0   1  	1.0	0.8127194799481603	77	1083  97.21626617375233  21.838519271327296  99835
  0.0 1.0  0.0 1.0  0.005477890833686928 1.0  0.9576468680999008 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.9302074995244195  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.13255266367408353  0.0 1.0   1  	1.0	0.5342977962738753	75	1219  93.1929392446633  20.099635404264916  99982
  0.0 1.0  0.0 1.0  0.0 1.0  0.9576468680999008 1.0  0.0 1.0  0.0 1.0  0.05980262706525279 1.0  0.0 1.0  0.0 1.0  0.0032892179918980746 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.025949922235582082 1.0   1  	1.0	0.5465328565917859	73	3383  134.0159668835009  20.953311364607366  99963
  0.0398453433924066 1.0  0.0 0.9230910171156692  0.0 0.9414416867841086  0.0 1.0  0.0 1.0  0.0 0.9117100126241148  0.0 1.0  0.0 1.0  0.0 0.9390778556304372  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.9640117322852515  0.0 1.0  0.03587358489260084 1.0  0.0 0.5949496368649141  0.0 1.0  0.0 1.0  0.0 0.9852511659345462  0.0 1.0  0.0 1.0  0.0 1.0   1  	1.0	0.6740755284320092	71	738  73.60515603799196  21.183814178954034  99863
  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.4484375945696305  0.0 1.0  0.0 1.0  0.0 1.0  0.012705970427655268 1.0  0.0444106106526742 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.04285737961636296 1.0   1  	1.0	0.589493907630379	71	1868  115.10658810926627  21.34846363387294  99981
  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.8874677730174463  0.0 1.0  0.0 1.0  0.0 0.9208991625420648  0.0 1.0  0.0 1.0  0.0 0.9097889405094797  0.01765897248137709 1.0  0.0 1.0  0.0 1.0  0.0 0.937848071517999  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.909047268123935  0.34209346957870723 1.0  0.0 1.0   1  	1.0	0.6604191598894779	65	1138  102.66226912928761  21.205298773650842  99938
  0.0 1.0  0.0 1.0  0.0 0.9382820277361266  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.9659711607145655  0.0 0.9799486384457554  0.0 1.0  0.0 0.9687399958461438  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.011134394131422233 1.0  0.0 0.9389834479700561  0.0 1.0  0.02516983216009068 1.0   0  	1.0	0.6899738139510471	64	739  72.63550135501353  21.755621044421137  99773
  0.004367419186589805 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.002371771201279427 1.0  0.0 1.0  0.0 0.9492918192569622  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.6490074052425062  0.0 1.0  0.0 1.0  0.0 0.9950221323607316  0.0 1.0  0.0 1.0  0.0 0.8340803138382853   0  	1.0	0.44860113451647	62	7519  145.96953977121592  21.420662480310618  99994
  0.0 1.0  0.0 1.0  0.0 0.9684588897263066  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.9232287170108694  0.0 0.9363220571503845  0.0 1.0  0.0 0.9097889405094797  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.08855285291982809 1.0  0.0 0.9470996493409796  0.0 0.9359507309130549  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0   1  	1.0	0.5718815294510114	59	1043  79.68714011516312  21.532296131731247  99997
  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.45774552620229636 1.0  0.0 1.0  0.0 1.0  0.0 0.9147246998590846  0.0 0.5364679593208487  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.9039436065902222  0.0 1.0  0.0 1.0  0.025069347132132647 1.0   1  	1.0	0.5234653652838659	57	1683  112.62901307966706  20.872321392435726  99958
  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.8681854246190911  0.0 1.0  0.042823272953609354 1.0  0.0 1.0  0.050093334459354266 1.0  0.0 0.4618713680913672  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.8893967090856097  0.0 1.0  0.0 1.0   1  	1.0	0.45149412522916404	46	2040  123.09416380578712  21.126536894383104  99982
  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.9965701754445284  0.09534425905146103 1.0  0.0 1.0  0.0 0.9595656729359212  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 1.0  0.0 0.5454923998003363  0.0 0.9144575769540844  0.0 1.0  0.0 0.901978753737234  0.0 1.0  0.0 1.0  0.0 1.0   0  	1.0	0.4252297830586911	44	1595  142.10790464240904  21.222720319820642  99979
